Site,range,lat,dist.cont,dist.closest.site,dist.closest.forest,BIO1,BIO7,BIO12,BIO16,BIO17,forest,env.pca,clim.pca,OTU,count,Class.TBAS,Class.Blast
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu757,10,Orbiliomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu527,10,Dothideomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu111,11,Dothideomycetes,NA
M1,MogollonRim,34.51059,35.31552373,16.157814,0,8.138696004,37.55118083,652.3248944,232.4584,61.0760944,pine,-2.110470685,-1.893430034,Otu457,11,Dothideomycetes,NA
Upper Solders Camp Rd.,Santa.Catalina,32.42644,263.8268864,88.5,29.71175494,10.49815186,29.5796078,741.6707738,325.0419635,52.92347008,pine-Doug fir,1.688678776,1.55322257,Otu593,11,Dothideomycetes,Dothideomycetes
Sunset Trail,Santa.Catalina,32.42673,263.5924846,88.5,30.16750048,10.30949642,29.27837781,751.2663213,329.4949821,54.05577856,pine,0.865104697,1.489996579,Otu630,11,Leotiomycetes,NA
B2,Bradshaw,34.41424,90.12469198,42.16481,42.16481,9.21611338,31.93765876,628.5602182,242.7269091,56.7912,pine-Doug fir,-0.560589713,-1.087600193,Otu303,11,Dothideomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu123,11,Dothideomycetes,Dothideomycetes
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu122,11,Saccharomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu35,11,Lecanoromycetes,NA
N3,Mingus,34.69547,62.05212915,42.16481,41.56598677,8.633623815,32.55756091,662.3543784,241.9359952,63.0551976,pine,-1.953202048,-1.699237337,Otu165,11,Dothideomycetes,NA
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu497,11,Dothideomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu382,11,Sordariomycetes,NA
N3,Mingus,34.69547,62.05212915,42.16481,41.56598677,8.633623815,32.55756091,662.3543784,241.9359952,63.0551976,pine,-1.953202048,-1.699237337,Otu817,11,Dothideomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu858,11,Dothideomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu239,11,Dothideomycetes,NA
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu246,11,Dothideomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu272,11,Sordariomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu597,11,Dothideomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu134,11,Sordariomycetes,Tremellomycetes
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu331,11,Sordariomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu85,11,Sordariomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu648,11,Lecanoromycetes,NA
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu918,11,Leotiomycetes,NA
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu324,11,Leotiomycetes,Leotiomycetes
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu893,11,Saccharomycetes,NA
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu651,11,Dothideomycetes,Eurotiomycetes
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu457,12,Dothideomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu316,12,Sordariomycetes,Taphrinomycetes
Upper Solders Camp Rd.,Santa.Catalina,32.42644,263.8268864,88.5,29.71175494,10.49815186,29.5796078,741.6707738,325.0419635,52.92347008,pine-Doug fir,1.688678776,1.55322257,Otu659,12,Leotiomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu308,12,Dothideomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu16,12,Orbiliomycetes,Tremellomycetes
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu52,12,Dothideomycetes,NA
B1,Bradshaw,34.41944,89.87274476,42.16481,42.16481,9.217311274,32.21681317,623.7916045,241.6878022,56.1672,pine-Doug fir,-0.535773714,-1.072355897,Otu122,12,Saccharomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu314,12,Saccharomycetes,Lecanoromycetes
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu190,12,Dothideomycetes,Dothideomycetes
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu68,12,Dothideomycetes,Dothideomycetes
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu548,12,Saccharomycetes,Tremellomycetes
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu3,12,Dothideomycetes,Dothideomycetes
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu250,12,Dothideomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu134,12,Sordariomycetes,Tremellomycetes
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu568,12,Saccharomycetes,Tremellomycetes
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu121,12,Dothideomycetes,NA
M1,MogollonRim,34.51059,35.31552373,16.157814,0,8.138696004,37.55118083,652.3248944,232.4584,61.0760944,pine,-2.110470685,-1.893430034,Otu295,12,Taphrinomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu836,12,Dothideomycetes,NA
B2,Bradshaw,34.41424,90.12469198,42.16481,42.16481,9.21611338,31.93765876,628.5602182,242.7269091,56.7912,pine-Doug fir,-0.560589713,-1.087600193,Otu841,13,Leotiomycetes,NA
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu630,13,Leotiomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu156,13,Saccharomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu88,13,Dothideomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu839,13,Dothideomycetes,Dothideomycetes
N1,Mingus,34.69761,61.67030262,42.16481,42.10864773,8.64789879,32.2988357,661.4616486,242,62.79157568,pine,-1.92698758,-1.673739945,Otu913,13,Leotiomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu122,13,Saccharomycetes,NA
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu35,13,Lecanoromycetes,NA
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu638,13,Dothideomycetes,Dothideomycetes
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu25,13,Saccharomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu252,13,Leotiomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu246,13,Dothideomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu321,13,Eurotiomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu454,13,Dothideomycetes,Dothideomycetes
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu245,13,Leotiomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu27,13,Eurotiomycetes,Eurotiomycetes
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu394,13,Sordariomycetes,Agaricomycetes
Upper Solders Camp Rd.,Santa.Catalina,32.42644,263.8268864,88.5,29.71175494,10.49815186,29.5796078,741.6707738,325.0419635,52.92347008,pine-Doug fir,1.688678776,1.55322257,Otu927,13,Eurotiomycetes,NA
P2,Pinaleno,32.62231,283.1459416,88.5,44.89789319,9.212364955,29.43149457,707.127759,320.1048406,55.79290368,pine-Doug fir,0.733419131,0.487209552,Otu111,14,Dothideomycetes,NA
M1,MogollonRim,34.51059,35.31552373,16.157814,0,8.138696004,37.55118083,652.3248944,232.4584,61.0760944,pine,-2.110470685,-1.893430034,Otu216,14,Dothideomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu842,14,Dothideomycetes,Dothideomycetes
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu77,14,Sordariomycetes,Sordariomycetes
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu131,14,Lichinomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu16,14,Orbiliomycetes,Tremellomycetes
B1,Bradshaw,34.41944,89.87274476,42.16481,42.16481,9.217311274,32.21681317,623.7916045,241.6878022,56.1672,pine-Doug fir,-0.535773714,-1.072355897,Otu26,14,Dothideomycetes,Arthoniomycetes
B2,Bradshaw,34.41424,90.12469198,42.16481,42.16481,9.21611338,31.93765876,628.5602182,242.7269091,56.7912,pine-Doug fir,-0.560589713,-1.087600193,Otu122,14,Saccharomycetes,NA
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu122,14,Saccharomycetes,NA
B1,Bradshaw,34.41944,89.87274476,42.16481,42.16481,9.217311274,32.21681317,623.7916045,241.6878022,56.1672,pine-Doug fir,-0.535773714,-1.072355897,Otu240,14,Dothideomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu261,14,Dothideomycetes,NA
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu309,14,Sordariomycetes,Sordariomycetes
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu7,14,Sordariomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu612,14,Arthoniomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu485,14,Dothideomycetes,Dothideomycetes
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu214,14,Dothideomycetes,NA
P2,Pinaleno,32.62231,283.1459416,88.5,44.89789319,9.212364955,29.43149457,707.127759,320.1048406,55.79290368,pine-Doug fir,0.733419131,0.487209552,Otu401,14,Sordariomycetes,Tremellomycetes
B1,Bradshaw,34.41944,89.87274476,42.16481,42.16481,9.217311274,32.21681317,623.7916045,241.6878022,56.1672,pine-Doug fir,-0.535773714,-1.072355897,Otu456,15,Saccharomycetes,Tremellomycetes
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu37,15,Sordariomycetes,Sordariomycetes
B2,Bradshaw,34.41424,90.12469198,42.16481,42.16481,9.21611338,31.93765876,628.5602182,242.7269091,56.7912,pine-Doug fir,-0.560589713,-1.087600193,Otu244,15,Dothideomycetes,Dothideomycetes
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu122,15,Saccharomycetes,NA
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu261,15,Dothideomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu384,15,Dothideomycetes,NA
M1,MogollonRim,34.51059,35.31552373,16.157814,0,8.138696004,37.55118083,652.3248944,232.4584,61.0760944,pine,-2.110470685,-1.893430034,Otu772,15,Dothideomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu30,15,Dothideomycetes,Leotiomycetes
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu737,15,Sordariomycetes,Sordariomycetes
M3,MogollonRim,34.50171,35.95754316,16.157814,0,8.074092669,37.58792467,655.5913189,233.5363566,61,pine,-2.101814545,-1.877165706,Otu429,15,Sordariomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu412,15,Saccharomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu145,15,Arthoniomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu600,15,Dothideomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu390,15,Dothideomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu577,15,Saccharomycetes,Tremellomycetes
M1,MogollonRim,34.51059,35.31552373,16.157814,0,8.138696004,37.55118083,652.3248944,232.4584,61.0760944,pine,-2.110470685,-1.893430034,Otu432,15,Sordariomycetes,NA
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu976,15,NA,NA
Upper Solders Camp Rd.,Santa.Catalina,32.42644,263.8268864,88.5,29.71175494,10.49815186,29.5796078,741.6707738,325.0419635,52.92347008,pine-Doug fir,1.688678776,1.55322257,Otu838,16,Dothideomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu593,16,Dothideomycetes,Dothideomycetes
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu495,16,Dothideomycetes,Dothideomycetes
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu523,16,Dothideomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu161,16,Dothideomycetes,Dothideomycetes
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu321,16,Eurotiomycetes,NA
H1,Huachuca,31.4533,378.1461492,114.3,54.78664003,12.58816371,29.90639964,649.8687808,330.7955808,43.52,pine-Doug fir,3.000831425,2.744826203,Otu597,16,Dothideomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu358,16,Dothideomycetes,Dothideomycetes
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu67,16,Arthoniomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu195,16,Leotiomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu1000,17,Eurotiomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu303,17,Dothideomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu549,17,Dothideomycetes,Dothideomycetes
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu122,17,Saccharomycetes,NA
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu167,17,Dothideomycetes,NA
N3,Mingus,34.69547,62.05212915,42.16481,41.56598677,8.633623815,32.55756091,662.3543784,241.9359952,63.0551976,pine,-1.953202048,-1.699237337,Otu2,17,Lichinomycetes,Eurotiomycetes
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu523,17,Dothideomycetes,NA
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu165,17,Dothideomycetes,NA
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu165,17,Dothideomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu470,17,Dothideomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu250,17,Dothideomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu136,17,Dothideomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu421,17,Saccharomycetes,NA
M2,MogollonRim,34.50509,35.64753928,16.157814,0,8.066597197,37.50015069,654.5696466,233.7784,61.00604656,pine,-2.106980972,-1.884283966,Otu832,17,Leotiomycetes,Leotiomycetes
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu1000,18,Eurotiomycetes,NA
M1,MogollonRim,34.51059,35.31552373,16.157814,0,8.138696004,37.55118083,652.3248944,232.4584,61.0760944,pine,-2.110470685,-1.893430034,Otu630,18,Leotiomycetes,NA
C2,Chiricahua,31.90948,377.7694222,94.46849,95.53016385,9.300589515,30.90384584,655.7959168,324.7645952,53.0432896,pine,0.104228839,0.50700601,Otu247,18,Dothideomycetes,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu38,18,Saccharomycetes,NA
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu82,18,Dothideomycetes,NA
M3,MogollonRim,34.50171,35.95754316,16.157814,0,8.074092669,37.58792467,655.5913189,233.5363566,61,pine,-2.101814545,-1.877165706,Otu165,18,Dothideomycetes,NA
H3,Huachuca,31.45207,378.404379,114.3,55.21583786,12.37364821,29.57723945,663.2688106,336.0048034,44.91240096,pine-Doug fir,2.90922932,2.681024424,Otu83,18,Dothideomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu720,18,Sordariomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu924,18,Dothideomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu23,18,Dothideomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu101,18,Dothideomycetes,NA
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu20,18,Dothideomycetes,Dothideomycetes
H2,Huachuca,31.453,378.239254,114.3,54.97644841,12.51848908,29.78958206,654.255312,332.528472,43.981392,pine-Doug fir,2.970852731,2.72397948,Otu287,18,Leotiomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu477,19,unclassified,NA
P1,Pinaleno,32.62996,282.3457488,88.5,44.20454408,9.212201894,30.39460051,689.0031923,311.5263974,54.4776,pine-Doug fir,0.678323572,0.385617355,Otu842,19,Dothideomycetes,Dothideomycetes
C3,Chiricahua,31.9061,377.8973058,94.46849,95.67591477,9.184048078,30.5838028,665.1683584,328.9918976,54.0120448,pine-Doug fir,0.800261247,0.483493031,Otu593,19,Dothideomycetes,Dothideomycetes
B3,Bradshaw,34.42161,89.50882703,42.16481,42.16481,9.237270651,32.42859891,620.072076,240.8144152,55.9068,pine-Doug fir,-0.530478894,-1.07501483,Otu288,19,Sordariomycetes,NA
C1,Chiricahua,31.91445,377.5575315,94.46849,95.29621786,9.442872175,31.26301068,644.967728,319.9647776,51.9726592,pine,0.154920146,0.533684337,Otu268,19,Sordariomycetes,Sordariomycetes
